ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
410,264,12,8,0,340,10,80,20,800,400,20,12,30
422,272,12,8,0,340,10,80,20,800,400,20,12,30
434,280,12,8,0,340,10,80,20,800,400,20,12,30
446,288,12,8,0,340,10,80,20,800,400,20,12,30
458,296,12,8,0,340,10,80,20,800,400,20,12,30
470,304,12,8,0,340,10,80,20,800,400,20,12,30
482,312,12,8,0,340,10,80,20,800,400,20,12,30
494,320,12,8,0,340,10,80,20,800,400,20,12,30
506,328,12,8,0,340,10,80,20,800,400,20,12,30
518,336,12,8,0,340,10,80,20,800,400,20,12,30
530,344,12,8,0,340,10,80,20,800,400,20,12,30
542,352,12,8,0,340,10,80,20,800,400,20,12,30
554,360,12,8,0,340,10,80,20,800,400,20,12,30
566,368,12,8,0,340,10,80,20,800,400,20,12,30
578,360,12,-8,0,340,10,80,20,800,400,20,12,30
590,352,12,-8,0,340,10,80,20,800,400,20,12,30
602,344,12,-8,0,340,10,80,20,800,400,20,12,30
614,336,12,-8,0,340,10,80,20,800,400,20,12,30
626,328,12,-8,0,340,10,80,20,800,400,20,12,30
638,320,12,-8,0,340,10,80,20,800,400,20,12,30
650,312,12,-8,0,340,10,80,20,800,400,20,12,30
662,304,12,-8,0,340,10,80,20,800,400,20,12,30
674,296,12,-8,0,340,10,80,20,800,400,20,12,30
686,288,12,-8,0,340,10,80,20,800,400,20,12,30
698,280,12,-8,0,340,10,80,20,800,400,20,12,30
710,272,12,-8,0,340,10,80,20,800,400,20,12,30
722,264,12,-8,0,340,10,80,20,800,400,20,12,30
734,256,12,-8,0,340,10,80,20,800,400,20,12,30
746,248,12,-8,0,340,10,80,20,800,400,20,12,30
758,240,12,-8,0,340,10,80,20,800,400,20,12,30
770,232,12,-8,0,340,10,80,20,800,400,20,12,30
782,224,12,-8,0,340,10,80,20,800,400,20,12,30
758,197,-12,-3,0,220,10,80,20,800,400,20,12,30
746,194,-12,-3,0,240,10,80,20,800,400,20,12,30
734,191,-12,-3,0,260,10,80,20,800,400,20,12,30
722,188,-12,-3,0,280,10,80,20,800,400,20,12,30
710,185,-12,-3,0,300,10,80,20,800,400,20,12,30
698,182,-12,-3,0,320,10,80,20,800,400,20,12,30
686,179,-12,-3,0,340,10,80,20,800,400,20,12,30
674,176,-12,-3,0,340,10,80,20,800,400,20,12,30
662,173,-12,-3,0,340,10,80,20,800,400,20,12,30
650,170,-12,-3,0,340,10,80,20,800,400,20,12,30
638,167,-12,-3,0,340,10,80,20,800,400,20,12,30
626,164,-12,-3,0,340,10,80,20,800,400,20,12,30
614,161,-12,-3,0,340,10,80,20,800,400,20,12,30
602,158,-12,-3,0,340,10,80,20,800,400,20,12,30
590,155,-12,-3,0,340,10,80,20,800,400,20,12,30
578,152,-12,-3,0,340,10,80,20,800,400,20,12,30
566,149,-12,-3,0,340,10,80,20,800,400,20,12,30
554,146,-12,-3,0,340,10,80,20,800,400,20,12,30
542,143,-12,-3,0,340,10,80,20,800,400,20,12,30
530,140,-12,-3,0,340,10,80,20,800,400,20,12,30
518,137,-12,-3,0,340,10,80,20,800,400,20,12,30
506,134,-12,-3,0,340,10,80,20,800,400,20,12,30
494,131,-12,-3,0,340,10,80,20,800,400,20,12,30
482,128,-12,-3,0,340,10,80,20,800,400,20,12,30
470,125,-12,-3,0,340,10,80,20,800,400,20,12,30
458,122,-12,-3,0,340,10,80,20,800,400,20,12,30
446,119,-12,-3,0,340,10,80,20,800,400,20,12,30
434,116,-12,-3,0,340,10,80,20,800,400,20,12,30
422,113,-12,-3,0,340,10,80,20,800,400,20,12,30
410,110,-12,-3,0,340,10,80,20,800,400,20,12,30
398,107,-12,-3,0,340,10,80,20,800,400,20,12,30
386,104,-12,-3,0,340,10,80,20,800,400,20,12,30
374,101,-12,-3,0,340,10,80,20,800,400,20,12,30
362,98,-12,-3,0,340,10,80,20,800,400,20,12,30
350,95,-12,-3,0,340,10,80,20,800,400,20,12,30
338,92,-12,-3,0,340,10,80,20,800,400,20,12,30
326,89,-12,-3,0,340,10,80,20,800,400,20,12,30
314,86,-12,-3,0,340,10,80,20,800,400,20,12,30
302,83,-12,-3,0,340,10,80,20,800,400,20,12,30
290,80,-12,-3,0,340,10,80,20,800,400,20,12,30
278,77,-12,-3,0,340,10,80,20,800,400,20,12,30
266,74,-12,-3,0,340,10,80,20,800,400,20,12,30
254,71,-12,-3,0,340,10,80,20,800,400,20,12,30
242,68,-12,-3,0,340,10,80,20,800,400,20,12,30
230,65,-12,-3,0,340,10,80,20,800,400,20,12,30
218,62,-12,-3,0,340,10,80,20,800,400,20,12,30
206,59,-12,-3,0,340,10,80,20,800,400,20,12,30
194,56,-12,-3,0,340,10,80,20,800,400,20,12,30
182,53,-12,-3,0,340,10,80,20,800,400,20,12,30
170,50,-12,-3,0,340,10,80,20,800,400,20,12,30
158,47,-12,-3,0,340,10,80,20,800,400,20,12,30
146,44,-12,-3,0,340,10,80,20,800,400,20,12,30
134,41,-12,-3,0,340,10,80,20,800,400,20,12,30
122,38,-12,-3,0,340,10,80,20,800,400,20,12,30
110,35,-12,-3,0,340,10,80,20,800,400,20,12,30
98,32,-12,-3,0,340,10,80,20,800,400,20,12,30
86,35,-12,3,0,340,10,80,20,800,400,20,12,30
74,38,-12,3,0,340,10,80,20,800,400,20,12,30
62,41,-12,3,0,340,10,80,20,800,400,20,12,30
50,44,-12,3,0,340,10,80,20,800,400,20,12,30
38,47,-12,3,0,340,10,80,20,800,400,20,12,30
50,50,12,3,0,340,10,80,20,800,400,20,12,30
62,53,12,3,0,340,10,80,20,800,400,20,12,30
74,56,12,3,0,340,10,80,20,800,400,20,12,30
86,59,12,3,0,340,10,80,20,800,400,20,12,30
98,62,12,3,0,340,10,80,20,800,400,20,12,30
110,65,12,3,0,340,10,80,20,800,400,20,12,30
122,68,12,3,0,340,10,80,20,800,400,20,12,30
134,71,12,3,0,340,10,80,20,800,400,20,12,30
146,74,12,3,0,340,10,80,20,800,400,20,12,30
158,77,12,3,0,340,10,80,20,800,400,20,12,30
170,80,12,3,0,340,10,80,20,800,400,20,12,30
182,83,12,3,0,340,10,80,20,800,400,20,12,30
194,86,12,3,0,340,10,80,20,800,400,20,12,30
206,89,12,3,0,340,10,80,20,800,400,20,12,30
218,92,12,3,0,340,10,80,20,800,400,20,12,30
230,95,12,3,0,340,10,80,20,800,400,20,12,30
242,98,12,3,0,340,10,80,20,800,400,20,12,30
254,101,12,3,0,340,10,80,20,800,400,20,12,30
266,104,12,3,0,340,10,80,20,800,400,20,12,30
278,107,12,3,0,340,10,80,20,800,400,20,12,30
290,110,12,3,0,340,10,80,20,800,400,20,12,30
302,113,12,3,0,340,10,80,20,800,400,20,12,30
314,116,12,3,0,340,10,80,20,800,400,20,12,30
326,119,12,3,0,340,10,80,20,800,400,20,12,30
338,122,12,3,0,340,10,80,20,800,400,20,12,30
350,125,12,3,0,340,10,80,20,800,400,20,12,30
362,128,12,3,0,340,10,80,20,800,400,20,12,30
374,131,12,3,0,340,10,80,20,800,400,20,12,30
386,134,12,3,0,340,10,80,20,800,400,20,12,30
398,137,12,3,0,340,10,80,20,800,400,20,12,30
410,140,12,3,0,340,10,80,20,800,400,20,12,30
422,143,12,3,0,340,10,80,20,800,400,20,12,30
434,146,12,3,0,340,10,80,20,800,400,20,12,30
446,149,12,3,0,340,10,80,20,800,400,20,12,30
458,152,12,3,0,340,10,80,20,800,400,20,12,30
470,155,12,3,0,340,10,80,20,800,400,20,12,30
482,158,12,3,0,340,10,80,20,800,400,20,12,30
494,161,12,3,0,340,10,80,20,800,400,20,12,30
506,164,12,3,0,340,10,80,20,800,400,20,12,30
518,167,12,3,0,340,10,80,20,800,400,20,12,30
530,170,12,3,0,340,10,80,20,800,400,20,12,30
542,173,12,3,0,340,10,80,20,800,400,20,12,30
554,176,12,3,0,340,10,80,20,800,400,20,12,30
566,179,12,3,0,340,10,80,20,800,400,20,12,30
578,182,12,3,0,340,10,80,20,800,400,20,12,30
590,185,12,3,0,340,10,80,20,800,400,20,12,30
602,188,12,3,0,340,10,80,20,800,400,20,12,30
614,191,12,3,0,340,10,80,20,800,400,20,12,30
626,194,12,3,0,340,10,80,20,800,400,20,12,30
638,197,12,3,0,340,10,80,20,800,400,20,12,30
650,200,12,3,0,340,10,80,20,800,400,20,12,30
662,203,12,3,0,340,10,80,20,800,400,20,12,30
674,206,12,3,0,340,10,80,20,800,400,20,12,30
686,209,12,3,0,340,10,80,20,800,400,20,12,30
698,212,12,3,0,340,10,80,20,800,400,20,12,30
710,215,12,3,0,340,10,80,20,800,400,20,12,30
722,218,12,3,0,340,10,80,20,800,400,20,12,30
734,221,12,3,0,340,10,80,20,800,400,20,12,30
746,224,12,3,0,340,10,80,20,800,400,20,12,30
758,227,12,3,0,340,10,80,20,800,400,20,12,30
770,230,12,3,0,340,10,80,20,800,400,20,12,30
782,233,12,3,0,340,10,80,20,800,400,20,12,30
758,201,-12,1,0,220,10,80,20,800,400,20,12,30
746,202,-12,1,0,240,10,80,20,800,400,20,12,30
734,203,-12,1,0,260,10,80,20,800,400,20,12,30
722,204,-12,1,0,280,10,80,20,800,400,20,12,30
710,205,-12,1,0,300,10,80,20,800,400,20,12,30
698,206,-12,1,0,320,10,80,20,800,400,20,12,30
686,207,-12,1,0,340,10,80,20,800,400,20,12,30
674,208,-12,1,0,340,10,80,20,800,400,20,12,30
662,209,-12,1,0,340,10,80,20,800,400,20,12,30
650,210,-12,1,0,340,10,80,20,800,400,20,12,30
638,211,-12,1,0,340,10,80,20,800,400,20,12,30
626,212,-12,1,0,340,10,80,20,800,400,20,12,30
614,213,-12,1,0,340,10,80,20,800,400,20,12,30
602,214,-12,1,0,340,10,80,20,800,400,20,12,30
590,215,-12,1,0,340,10,80,20,800,400,20,12,30
578,216,-12,1,0,340,10,80,20,800,400,20,12,30
566,217,-12,1,0,340,10,80,20,800,400,20,12,30
554,218,-12,1,0,340,10,80,20,800,400,20,12,30
542,219,-12,1,0,340,10,80,20,800,400,20,12,30
530,220,-12,1,0,340,10,80,20,800,400,20,12,30
518,221,-12,1,0,340,10,80,20,800,400,20,12,30
506,222,-12,1,0,340,10,80,20,800,400,20,12,30
494,223,-12,1,0,340,10,80,20,800,400,20,12,30
482,224,-12,1,0,340,10,80,20,800,400,20,12,30
470,225,-12,1,0,340,10,80,20,800,400,20,12,30
458,226,-12,1,0,340,10,80,20,800,400,20,12,30
446,227,-12,1,0,340,10,80,20,800,400,20,12,30
434,228,-12,1,0,340,10,80,20,800,400,20,12,30
422,229,-12,1,0,340,10,80,20,800,400,20,12,30
410,230,-12,1,0,340,10,80,20,800,400,20,12,30
398,231,-12,1,0,340,10,80,20,800,400,20,12,30
386,232,-12,1,0,340,10,80,20,800,400,20,12,30
374,233,-12,1,0,340,10,80,20,800,400,20,12,30
362,234,-12,1,0,340,10,80,20,800,400,20,12,30
350,235,-12,1,0,340,10,80,20,800,400,20,12,30
338,236,-12,1,0,340,10,80,20,800,400,20,12,30
326,237,-12,1,0,340,10,80,20,800,400,20,12,30
314,238,-12,1,0,340,10,80,20,800,400,20,12,30
302,239,-12,1,0,340,10,80,20,800,400,20,12,30
290,240,-12,1,0,340,10,80,20,800,400,20,12,30
278,241,-12,1,0,340,10,80,20,800,400,20,12,30
266,242,-12,1,0,340,10,80,20,800,400,20,12,30
254,243,-12,1,0,340,10,80,20,800,400,20,12,30
242,244,-12,1,0,340,10,80,20,800,400,20,12,30
230,245,-12,1,0,340,10,80,20,800,400,20,12,30
218,246,-12,1,0,340,10,80,20,800,400,20,12,30
206,247,-12,1,0,340,10,80,20,800,400,20,12,30
194,248,-12,1,0,340,10,80,20,800,400,20,12,30
182,249,-12,1,0,340,10,80,20,800,400,20,12,30
170,250,-12,1,0,340,10,80,20,800,400,20,12,30
158,251,-12,1,0,340,10,80,20,800,400,20,12,30
146,252,-12,1,0,340,10,80,20,800,400,20,12,30
134,253,-12,1,0,340,10,80,20,800,400,20,12,30
122,254,-12,1,0,340,10,80,20,800,400,20,12,30
110,255,-12,1,0,340,10,80,20,800,400,20,12,30
98,256,-12,1,0,340,10,80,20,800,400,20,12,30
86,257,-12,1,0,340,10,80,20,800,400,20,12,30
74,258,-12,1,0,340,10,80,20,800,400,20,12,30
62,259,-12,1,0,340,10,80,20,800,400,20,12,30
50,260,-12,1,0,340,10,80,20,800,400,20,12,30
38,261,-12,1,0,340,10,80,20,800,400,20,12,30
50,262,12,1,0,340,10,80,20,800,400,20,12,30
62,263,12,1,0,340,10,80,20,800,400,20,12,30
74,264,12,1,0,340,10,80,20,800,400,20,12,30
86,265,12,1,0,340,10,80,20,800,400,20,12,30
98,266,12,1,0,340,10,80,20,800,400,20,12,30
110,267,12,1,0,340,10,80,20,800,400,20,12,30
122,268,12,1,0,340,10,80,20,800,400,20,12,30
134,269,12,1,0,340,10,80,20,800,400,20,12,30
146,270,12,1,0,340,10,80,20,800,400,20,12,30
158,271,12,1,0,340,10,80,20,800,400,20,12,30
170,272,12,1,0,340,10,80,20,800,400,20,12,30
182,273,12,1,0,340,10,80,20,800,400,20,12,30
194,274,12,1,0,340,10,80,20,800,400,20,12,30
206,275,12,1,0,340,10,80,20,800,400,20,12,30
218,276,12,1,0,340,10,80,20,800,400,20,12,30
230,277,12,1,0,340,10,80,20,800,400,20,12,30
242,278,12,1,0,340,10,80,20,800,400,20,12,30
254,279,12,1,0,340,10,80,20,800,400,20,12,30
266,280,12,1,0,340,10,80,20,800,400,20,12,30
278,281,12,1,0,340,10,80,20,800,400,20,12,30
290,282,12,1,0,340,10,80,20,800,400,20,12,30
302,283,12,1,0,340,10,80,20,800,400,20,12,30
314,284,12,1,0,340,10,80,20,800,400,20,12,30
326,285,12,1,0,340,10,80,20,800,400,20,12,30
338,286,12,1,0,340,10,80,20,800,400,20,12,30
350,287,12,1,0,340,10,80,20,800,400,20,12,30
362,288,12,1,0,340,10,80,20,800,400,20,12,30
374,289,12,1,0,340,10,80,20,800,400,20,12,30
386,290,12,1,0,340,10,80,20,800,400,20,12,30
398,291,12,1,0,340,10,80,20,800,400,20,12,30
410,292,12,1,0,340,10,80,20,800,400,20,12,30
422,293,12,1,0,340,10,80,20,800,400,20,12,30
434,294,12,1,0,340,10,80,20,800,400,20,12,30
446,295,12,1,0,340,10,80,20,800,400,20,12,30
458,296,12,1,0,340,10,80,20,800,400,20,12,30
470,297,12,1,0,340,10,80,20,800,400,20,12,30
482,298,12,1,0,340,10,80,20,800,400,20,12,30
494,299,12,1,0,340,10,80,20,800,400,20,12,30
506,300,12,1,0,340,10,80,20,800,400,20,12,30
518,301,12,1,0,340,10,80,20,800,400,20,12,30
530,302,12,1,0,340,10,80,20,800,400,20,12,30
542,303,12,1,0,340,10,80,20,800,400,20,12,30
554,304,12,1,0,340,10,80,20,800,400,20,12,30
566,305,12,1,0,340,10,80,20,800,400,20,12,30
578,306,12,1,0,340,10,80,20,800,400,20,12,30
590,307,12,1,0,340,10,80,20,800,400,20,12,30
602,308,12,1,0,340,10,80,20,800,400,20,12,30
614,309,12,1,0,340,10,80,20,800,400,20,12,30
626,310,12,1,0,340,10,80,20,800,400,20,12,30
638,311,12,1,0,340,10,80,20,800,400,20,12,30
650,312,12,1,0,340,10,80,20,800,400,20,12,30
662,313,12,1,0,340,10,80,20,800,400,20,12,30
674,314,12,1,0,340,10,80,20,800,400,20,12,30
686,315,12,1,0,340,10,80,20,800,400,20,12,30
698,316,12,1,0,340,10,80,20,800,400,20,12,30
710,317,12,1,0,340,10,80,20,800,400,20,12,30
722,318,12,1,0,340,10,80,20,800,400,20,12,30
734,319,12,1,0,340,10,80,20,800,400,20,12,30
746,320,12,1,0,340,10,80,20,800,400,20,12,30
758,321,12,1,0,340,10,80,20,800,400,20,12,30
770,322,12,1,0,340,10,80,20,800,400,20,12,30
758,323,-12,1,0,340,10,80,20,800,400,20,12,30
746,324,-12,1,0,340,10,80,20,800,400,20,12,30
734,325,-12,1,0,340,10,80,20,800,400,20,12,30
722,326,-12,1,0,340,10,80,20,800,400,20,12,30
710,327,-12,1,0,340,10,80,20,800,400,20,12,30
698,328,-12,1,0,340,10,80,20,800,400,20,12,30
686,329,-12,1,0,340,10,80,20,800,400,20,12,30
674,330,-12,1,0,340,10,80,20,800,400,20,12,30
662,331,-12,1,0,340,10,80,20,800,400,20,12,30
650,332,-12,1,0,340,10,80,20,800,400,20,12,30
638,333,-12,1,0,340,10,80,20,800,400,20,12,30
626,334,-12,1,0,340,10,80,20,800,400,20,12,30
614,335,-12,1,0,340,10,80,20,800,400,20,12,30
602,336,-12,1,0,340,10,80,20,800,400,20,12,30
590,337,-12,1,0,340,10,80,20,800,400,20,12,30
578,338,-12,1,0,340,10,80,20,800,400,20,12,30
566,339,-12,1,0,340,10,80,20,800,400,20,12,30
554,340,-12,1,0,340,10,80,20,800,400,20,12,30
542,341,-12,1,0,340,10,80,20,800,400,20,12,30
530,342,-12,1,0,340,10,80,20,800,400,20,12,30
518,343,-12,1,0,340,10,80,20,800,400,20,12,30
506,344,-12,1,0,340,10,80,20,800,400,20,12,30
494,345,-12,1,0,340,10,80,20,800,400,20,12,30
482,346,-12,1,0,340,10,80,20,800,400,20,12,30
470,347,-12,1,0,340,10,80,20,800,400,20,12,30
458,348,-12,1,0,340,10,80,20,800,400,20,12,30
446,349,-12,1,0,340,10,80,20,800,400,20,12,30
434,350,-12,1,0,340,10,80,20,800,400,20,12,30
422,351,-12,1,0,340,10,80,20,800,400,20,12,30
410,352,-12,1,0,340,10,80,20,800,400,20,12,30
398,353,-12,1,0,340,10,80,20,800,400,20,12,30
386,354,-12,1,0,340,10,80,20,800,400,20,12,30
374,355,-12,1,0,340,10,80,20,800,400,20,12,30
362,356,-12,1,0,340,10,80,20,800,400,20,12,30
350,357,-12,1,0,340,10,80,20,800,400,20,12,30
338,358,-12,1,0,340,10,80,20,800,400,20,12,30
326,359,-12,1,0,340,10,80,20,800,400,20,12,30
314,360,-12,1,0,340,10,80,20,800,400,20,12,30
302,361,-12,1,0,340,10,80,20,800,400,20,12,30
290,362,-12,1,0,340,10,80,20,800,400,20,12,30
278,363,-12,1,0,340,10,80,20,800,400,20,12,30
266,364,-12,1,0,340,10,80,20,800,400,20,12,30
254,365,-12,1,0,340,10,80,20,800,400,20,12,30
242,366,-12,1,0,340,10,80,20,800,400,20,12,30
230,367,-12,1,0,340,10,80,20,800,400,20,12,30
218,368,-12,1,0,340,10,80,20,800,400,20,12,30
206,369,-12,1,0,340,10,80,20,800,400,20,12,30
194,370,-12,1,0,340,10,80,20,800,400,20,12,30
182,369,-12,-1,0,340,10,80,20,800,400,20,12,30
170,368,-12,-1,0,340,10,80,20,800,400,20,12,30
158,367,-12,-1,0,340,10,80,20,800,400,20,12,30
146,366,-12,-1,0,340,10,80,20,800,400,20,12,30
134,365,-12,-1,0,340,10,80,20,800,400,20,12,30
122,364,-12,-1,0,340,10,80,20,800,400,20,12,30
110,363,-12,-1,0,340,10,80,20,800,400,20,12,30
98,362,-12,-1,0,340,10,80,20,800,400,20,12,30
86,361,-12,-1,0,340,10,80,20,800,400,20,12,30
74,360,-12,-1,0,340,10,80,20,800,400,20,12,30
62,359,-12,-1,0,340,10,80,20,800,400,20,12,30
50,358,-12,-1,0,340,10,80,20,800,400,20,12,30
38,357,-12,-1,0,340,10,80,20,800,400,20,12,30
50,356,12,-1,0,340,10,80,20,800,400,20,12,30
62,355,12,-1,0,340,10,80,20,800,400,20,12,30
74,354,12,-1,0,340,10,80,20,800,400,20,12,30
86,353,12,-1,0,340,10,80,20,800,400,20,12,30
98,352,12,-1,0,340,10,80,20,800,400,20,12,30
110,351,12,-1,0,340,10,80,20,800,400,20,12,30
122,350,12,-1,0,340,10,80,20,800,400,20,12,30
134,349,12,-1,0,340,10,80,20,800,400,20,12,30
146,348,12,-1,0,340,10,80,20,800,400,20,12,30
158,347,12,-1,0,340,10,80,20,800,400,20,12,30
170,346,12,-1,0,340,10,80,20,800,400,20,12,30
182,345,12,-1,0,340,10,80,20,800,400,20,12,30
194,344,12,-1,0,340,10,80,20,800,400,20,12,30
206,343,12,-1,0,340,10,80,20,800,400,20,12,30
218,342,12,-1,0,340,10,80,20,800,400,20,12,30
230,341,12,-1,0,340,10,80,20,800,400,20,12,30
242,340,12,-1,0,340,10,80,20,800,400,20,12,30
254,339,12,-1,0,340,10,80,20,800,400,20,12,30
266,338,12,-1,0,340,10,80,20,800,400,20,12,30
278,337,12,-1,0,340,10,80,20,800,400,20,12,30
290,336,12,-1,0,340,10,80,20,800,400,20,12,30
302,335,12,-1,0,340,10,80,20,800,400,20,12,30
314,334,12,-1,0,340,10,80,20,800,400,20,12,30
326,333,12,-1,0,340,10,80,20,800,400,20,12,30
338,332,12,-1,0,340,10,80,20,800,400,20,12,30
350,331,12,-1,0,340,10,80,20,800,400,20,12,30
362,330,12,-1,0,340,10,80,20,800,400,20,12,30
374,329,12,-1,0,340,10,80,20,800,400,20,12,30
386,328,12,-1,0,340,10,80,20,800,400,20,12,30
398,327,12,-1,0,340,10,80,20,800,400,20,12,30
410,326,12,-1,0,340,10,80,20,800,400,20,12,30
422,325,12,-1,0,340,10,80,20,800,400,20,12,30
434,324,12,-1,0,340,10,80,20,800,400,20,12,30
446,323,12,-1,0,340,10,80,20,800,400,20,12,30
458,322,12,-1,0,340,10,80,20,800,400,20,12,30
470,321,12,-1,0,340,10,80,20,800,400,20,12,30
482,320,12,-1,0,340,10,80,20,800,400,20,12,30
494,319,12,-1,0,340,10,80,20,800,400,20,12,30
506,318,12,-1,0,340,10,80,20,800,400,20,12,30
518,317,12,-1,0,340,10,80,20,800,400,20,12,30
530,316,12,-1,0,340,10,80,20,800,400,20,12,30
542,315,12,-1,0,340,10,80,20,800,400,20,12,30
554,314,12,-1,0,340,10,80,20,800,400,20,12,30
566,313,12,-1,0,340,10,80,20,800,400,20,12,30
578,312,12,-1,0,340,10,80,20,800,400,20,12,30
590,311,12,-1,0,340,10,80,20,800,400,20,12,30
602,310,12,-1,0,340,10,80,20,800,400,20,12,30
614,309,12,-1,0,340,10,80,20,800,400,20,12,30
626,308,12,-1,0,340,10,80,20,800,400,20,12,30
638,307,12,-1,0,340,10,80,20,800,400,20,12,30
650,306,12,-1,0,340,10,80,20,800,400,20,12,30
662,305,12,-1,0,340,10,80,20,800,400,20,12,30
674,304,12,-1,0,340,10,80,20,800,400,20,12,30
686,303,12,-1,0,340,10,80,20,800,400,20,12,30
698,302,12,-1,0,340,10,80,20,800,400,20,12,30
710,301,12,-1,0,340,10,80,20,800,400,20,12,30
722,300,12,-1,0,340,10,80,20,800,400,20,12,30
734,299,12,-1,0,340,10,80,20,800,400,20,12,30
746,298,12,-1,0,340,10,80,20,800,400,20,12,30
758,297,12,-1,0,340,10,80,20,800,400,20,12,30
770,296,12,-1,0,340,10,80,20,800,400,20,12,30
782,295,12,-1,0,340,10,80,20,800,400,20,12,30
758,203,-12,3,0,220,10,80,20,800,400,20,12,30
746,206,-12,3,0,240,10,80,20,800,400,20,12,30
734,209,-12,3,0,260,10,80,20,800,400,20,12,30
722,212,-12,3,0,280,10,80,20,800,400,20,12,30
710,215,-12,3,0,300,10,80,20,800,400,20,12,30
698,218,-12,3,0,320,10,80,20,800,400,20,12,30
686,221,-12,3,0,340,10,80,20,800,400,20,12,30
674,224,-12,3,0,340,10,80,20,800,400,20,12,30
662,227,-12,3,0,340,10,80,20,800,400,20,12,30
650,230,-12,3,0,340,10,80,20,800,400,20,12,30
638,233,-12,3,0,340,10,80,20,800,400,20,12,30
626,236,-12,3,0,340,10,80,20,800,400,20,12,30
614,239,-12,3,0,340,10,80,20,800,400,20,12,30
602,242,-12,3,0,340,10,80,20,800,400,20,12,30
590,245,-12,3,0,340,10,80,20,800,400,20,12,30
578,248,-12,3,0,340,10,80,20,800,400,20,12,30
566,251,-12,3,0,340,10,80,20,800,400,20,12,30
554,254,-12,3,0,340,10,80,20,800,400,20,12,30
542,257,-12,3,0,340,10,80,20,800,400,20,12,30
530,260,-12,3,0,340,10,80,20,800,400,20,12,30
518,263,-12,3,0,340,10,80,20,800,400,20,12,30
506,266,-12,3,0,340,10,80,20,800,400,20,12,30
494,269,-12,3,0,340,10,80,20,800,400,20,12,30
482,272,-12,3,0,340,10,80,20,800,400,20,12,30
470,275,-12,3,0,340,10,80,20,800,400,20,12,30
458,278,-12,3,0,340,10,80,20,800,400,20,12,30
446,281,-12,3,0,340,10,80,20,800,400,20,12,30
434,284,-12,3,0,340,10,80,20,800,400,20,12,30
422,287,-12,3,0,340,10,80,20,800,400,20,12,30
410,290,-12,3,0,340,10,80,20,800,400,20,12,30
398,293,-12,3,0,340,10,80,20,800,400,20,12,30
386,296,-12,3,0,340,10,80,20,800,400,20,12,30
374,299,-12,3,0,340,10,80,20,800,400,20,12,30
362,302,-12,3,0,340,10,80,20,800,400,20,12,30
350,305,-12,3,0,340,10,80,20,800,400,20,12,30
338,308,-12,3,0,340,10,80,20,800,400,20,12,30
326,311,-12,3,0,340,10,80,20,800,400,20,12,30
314,314,-12,3,0,340,10,80,20,800,400,20,12,30
302,317,-12,3,0,340,10,80,20,800,400,20,12,30
290,320,-12,3,0,340,10,80,20,800,400,20,12,30
278,323,-12,3,0,340,10,80,20,800,400,20,12,30
266,326,-12,3,0,340,10,80,20,800,400,20,12,30
254,329,-12,3,0,340,10,80,20,800,400,20,12,30
242,332,-12,3,0,340,10,80,20,800,400,20,12,30
230,335,-12,3,0,340,10,80,20,800,400,20,12,30
218,338,-12,3,0,340,10,80,20,800,400,20,12,30
206,341,-12,3,0,340,10,80,20,800,400,20,12,30
194,344,-12,3,0,340,10,80,20,800,400,20,12,30
182,347,-12,3,0,340,10,80,20,800,400,20,12,30
170,350,-12,3,0,340,10,80,20,800,400,20,12,30
158,353,-12,3,0,340,10,80,20,800,400,20,12,30
146,356,-12,3,0,340,10,80,20,800,400,20,12,30
134,359,-12,3,0,340,10,80,20,800,400,20,12,30
122,362,-12,3,0,340,10,80,20,800,400,20,12,30
110,365,-12,3,0,340,10,80,20,800,400,20,12,30
98,368,-12,3,0,340,10,80,20,800,400,20,12,30
86,365,-12,-3,0,340,10,80,20,800,400,20,12,30
74,362,-12,-3,0,340,10,80,20,800,400,20,12,30
62,359,-12,-3,0,340,10,80,20,800,400,20,12,30
50,356,-12,-3,0,340,10,80,20,800,400,20,12,30
38,353,-12,-3,0,340,10,80,20,800,400,20,12,30
50,350,12,-3,0,340,10,80,20,800,400,20,12,30
62,347,12,-3,0,340,10,80,20,800,400,20,12,30
74,344,12,-3,0,340,10,80,20,800,400,20,12,30
86,341,12,-3,0,340,10,80,20,800,400,20,12,30
98,338,12,-3,0,340,10,80,20,800,400,20,12,30
110,335,12,-3,0,340,10,80,20,800,400,20,12,30
122,332,12,-3,0,340,10,80,20,800,400,20,12,30
134,329,12,-3,0,340,10,80,20,800,400,20,12,30
146,326,12,-3,0,340,10,80,20,800,400,20,12,30
158,323,12,-3,0,340,10,80,20,800,400,20,12,30
170,320,12,-3,0,340,10,80,20,800,400,20,12,30
182,317,12,-3,0,340,10,80,20,800,400,20,12,30
194,314,12,-3,0,340,10,80,20,800,400,20,12,30
206,311,12,-3,0,340,10,80,20,800,400,20,12,30
218,308,12,-3,0,340,10,80,20,800,400,20,12,30
230,305,12,-3,0,340,10,80,20,800,400,20,12,30
242,302,12,-3,0,340,10,80,20,800,400,20,12,30
254,299,12,-3,0,340,10,80,20,800,400,20,12,30
266,296,12,-3,0,340,10,80,20,800,400,20,12,30
278,293,12,-3,0,340,10,80,20,800,400,20,12,30
